ID,Ссылка на страницу с игрой,Название игры,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание игры,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12
721,https://r-games.net/721-superman-1.html,SUPERMAN 1,Бортник Борис,Bil corp.,,БК0010,Лабиринт,,,,,"Вы бегаете по огромному подземелью. На некоторых участках есть лифты, встав или запрыгнув на который, Вы можете прокатиться на нем. В разных местах разбросаны ящики с оружием (7 видов), а в некоторых мешки со взрывчаткой. Оружие из ящика можно выбирать. Ваша задача собрать 7 мешков, которые лежат не во всех ящиках. И эти ящики нужно найти. Вам следует опасаться двух вещей: падение с очень большой высоты и встреч с живностью подземелья: глазом, мячом, гуманоидом. Глаз большого вреда не принесет если его убить или удачно обойти. Гуманоид катается по кирпичам в самых неподходящих местах. Мячи скачут по подземелью, отражаясь от стен и нанося удары человеку. Игра продолжается до тех пока у Вас не иссякнет сила.",superman13cfa.zip,,superman.lav4ac2.zip,,,,,,,,,,,,,,,,,,,
31515,https://r-games.net/31515-superstar.html,SUPERSTAR,Soft of Future,CHEK,1992,БК0010,Реклама,1992,,,,"Качественная реклама фирмы ""СНЕК"" созданная Soft of Future",superstarb692.zip,,,,,,,,,,1363164039_1.png,1363164077_2.png,1363164052_3.png,1363164014_4.png,,,,,,,,
280,https://r-games.net/280-superwar.html,SUPERWAR,,DIM corp.,1991,БК0010,Леталка-Стрелялка,1991,,,Русский,Ваша задача - долететь до базы на легком космическом корабле.,supwarf4ea.zip,,,,,,,,,,1360835546_1.png,1360835597_2.png,1360835607_3.png,1360835612_4.png,,,,,,,,
168,https://r-games.net/168-svga-reklama.html,SVGA (РЕКЛАМА),Ильчихин Павел,"SHOСKER, МК",,БК0010,Реклама,,,,,Рекламная программа,svgae01c.zip,,,,,,,,,,1395818714_r-games.net_1.png,1395818717_r-games.net_2.png,,,,,,,,,,
785,https://r-games.net/785-t-fist.html,T-FIST,SOFT OF FUTURE,MAGIC BYTES,,БК0010,Драки,,,,,"Версия игры FIST (THE WAY OF THE EXPLODING FIST), как утверждает автор, значительно усовершенствованны некоторые подпрограммы, что повысило скорость игры.",t-fist2526.zip,,,,,,,,,,1373452135_1.png,,,,,,,,,,,
784,https://r-games.net/784-t-fist.html,T-FIST,Тюрев Дмитрий,Magic Bytes Software,,БК0010,Драки,,,,,Одна из многих игр связанных с восточными единоборствами.,t_fistbkda30.zip,,,,,,,,,,,,,,,,,,,,,
169,https://r-games.net/169-tank-the-first-battle-demo.html,TANK - ALIEN (ДЕМО),"Насыров Дамир (NDR Studio), Лёвин Александр (LA Software), CAROLINE",NDR Studio & LA Software,1996,БК0011М,Демо,1996,,CAROLINE,,"Демонстрационная программа, в которой можно почитать инфу в бегущей строке, а так же послушать музыку, написанную в ROCK MONITOR.",tank-alien-demo469a.zip,,,,,,,,,,1395816602_r-games.net_1.png,1395816612_r-games.net_2.png,,,,,,,,,,
722,https://r-games.net/722-tank-commando-beysik.html,TANK COMMANDO (БЕЙСИК),Сметанкин К.,"BYTE Corp., RnDSoft Inc.",1992,БК0010-01 БЕЙСИК,Лабиринт,1992,,,,"Ваш танк попал в плен, но Вам удалось вырваться из него, захватив с собой ценные бумаги. Ваша миссия доставить эти документы своему командованию.",tank-commando-beysik.zip,,,,,,,,,,,,,,,,,,,,,
405,https://r-games.net/405-tapper.html,TAPPER,,,,БК0010,Аркада,,,,,,tappere706.zip,,,,,,,,,,1343131171_1.jpg,1296808486_1.jpg,,,,,,,,,,
20705,https://r-games.net/20705-tarakan-3.html,TARAKAN 3,Гиричев М.Д.,,1990,БК0010 ФОКАЛ,Азартная,1990,,,,Имя файла:tarakan-3f.zip Формат:zip Размер:4.69 Kb Загружен:25-04-2011 14:57 Скачиваний:99 MD5:be3593d30dad392ea280b5146a323928,tarakan-3f06e2.zip,,,,,,,,,,,,,,,,,,,,,
723,https://r-games.net/723-tarzan.html,TARZAN,Валтер Н.,WEX,,БК0010,Аркада,,,,,"Вы Тарзан и должны собрать все бананы, при этом не попасть в лапы к обезьянам.",tarzan26f6.zip,,,,,,,,,,,,,,,,,,,,,
555,https://r-games.net/555-techn-lines.html,TECHN LINES,"ALEN, JM graphics",,1994,БК0010,Логическая,1994,JM graphics,ALEN,Английский,"Логическая игра, наподобие Реверси",tech_lindb28.zip,,,,,,,,,,,,,,,,,,,,,
171,https://r-games.net/171-terminator-2-judgment-day-demo-bk0011m.html,TERMINATOR 2 - JUDGMENT DAY (ДЕМО) (БК0011М),MEGA BEST SOFTWARE,,1996,БК0011М,Демо,1996,,,,Демо-программа с фотками из фильма Терминатор 2.,terminator2_demo_bk111d86.zip,,,,,,,,,,1395740891_r-games.net_1.png,1395740867_r-games.net_2.png,1395740888_r-games.net_3.png,1395740888_r-games.net_4.png,1395740855_r-games.net_5.png,,,,,,,
886,https://r-games.net/886-terminator-2-judgment-day.html,TERMINATOR 2 (JUDGMENT DAY),"Лимонов А., Малышев А., Малышев Анатолий",SMASH Corp.,1993,БК0010,"Аркада, Стрелялка, Логическая, Лабиринт, Ралли, Драки",1993,Малышев Анатолий,,Русский / Английский,По мотивам фильма Terminator 2.,terminator2dc80.zip,,,,,,,,,,,,,,,,,,,,,
556,https://r-games.net/556-tetcolor.html,TETCOLOR,"Сморчков Д.В., Тимашев И.А.",SKIP corp.,1993,БК0010,Логическая,10.07.1993,,,,"Ваша задача - собирать падающие фигурки по 3 или более в ряд по вертикали, горизонтали или диагонали. Если один обвал повлечет за собой второй, третий и т.д., Вы получите премию, размер которой зависит от порядкового номера обвала.",tetcolor_be6a4.zip,,tetcolord541.zip,,,,,,,,,,,,,,,,,,,
558,https://r-games.net/558-tetris-3-v9487.html,TETRIS,Institut of Solid State Physics,,,БК0010,Логическая,,,,Английский,Классический тетрис для БК,tetris3_9_4_87749f.zip,,,,,,,,,,1341836647_1.jpg,,,,,,,,,,,
559,https://r-games.net/559-tetris-2.html,TETRIS - 2,Водениктов А.И.,,,БК0010,Логическая,,,,,Классический тетрис.,tetrisbk2da31.zip,,,,,,,,,,,,,,,,,,,,,
560,https://r-games.net/560-tetris-3.html,TETRIS - 3,Institut of Solid State Physics,,1987,БК0010,Логическая,1987,,,,Классический тетрис.,tetrisbk3b936.zip,,,,,,,,,,,,,,,,,,,,,
561,https://r-games.net/561-tetro.html,TETRO,Шишкин Александр,Shishkin Software,1994,БК0010,Логическая,1994,,,Русский / Английский,"Классический тетрис, довольно неплохого качества.",tetrobkf7e2.zip,,,,,,,,,,,,,,,,,,,,,
48345,https://r-games.net/48345-the-goonies.html,THE GOONIES,Pavel Sizykh,Grf Games,2022,БК0011М,Платформа,2022,,,Английский,"Игра The Goonies представляет собой платформенную аркаду, с минимальной привязкой к сюжету одноименного фильма. Данная игра является ремейком The Goonies, разработанной компанией Konami для Sony MSX в 1986 году. Версия для БК максимально приближена к оригиналу, по качеству графики и музыкальному сопровождению (AY-3-8910) ничем ей не уступающая.",goonies_release1v7a4ad.zip,,,,,,,,,,2.png,1.png,3.png,4.png,6.png,,,,,,,
809,https://r-games.net/809-land-of-demons-the.html,THE LAND OF DEMONS,AWARD,ROC LTD.,1993,БК0010,Платформа,1993,,,Русский / Английский,"Все начиналось так: Ааз и Скив начнут свой путь у дома покойного Гаркина; преодолеют все препятствия, чинимые деволами; закончат дорогу у таверны Ижтвана....",land_of_demonsd49d.zip,,,,,,,,,,,,,,,,,,,,,
786,https://r-games.net/786-the-way-of-the-exploding-fist.html,THE WAY OF THE EXPLODING FIST,SOFT OF FUTURE,CHEK,1992,БК0010,Драки,1992,,,Английский,"Описание: 3 части игры THE WAY OF THE EXPLODING FIST, полный клон одноименной игры с ZX SPECTRUM.",explfist4133.zip,,FIST-Disk-Version446a.zip,,,,,,,,1373434793_2.png,1373434758_3.png,1373434752_4.png,1373434697_1.png,1373434705_5.png,1373434733_6.png,1373434780_8.png,,,,,
562,https://r-games.net/562-think.html,THINK,Горностаев Сергей,,1995,БК0010,Логическая,1995,,,,"Управление сбрасываемыми шарами и заполнение луз, сложность в том, что перекладины, через которые прокатывается шар, меняют свое положение.Описание добавил: Горностаев Сергей",think75a3.7z,,,,,,,,,,,,,,,,,,,,,
787,https://r-games.net/787-tiger-karate.html,TIGER KARATE,Новожилов А.А.,SNS corp.,1992,БК0010,Драки,1992,,,Русский / Английский,Одна из многих игр на тему карате.,tiger_karatebke4ae.zip,,,,,,,,,,,,,,,,,,,,,
20706,https://r-games.net/20706-tom-jerry.html,TOM & JERRY,,,,БК0010,Аркада,,,,,Имя файла:tomjerry-horace-hack-alternate-graphics.zip Формат:zip Размер:8.69 Kb Загружен:25-04-2011 15:09 Скачиваний:87 MD5:0e137aa4bb9786e6e07c4de7384743ee,tomjerry-horace-hack-alternate-graphics87ba.zip,,,,,,,,,,,,,,,,,,,,,
724,https://r-games.net/724-toorun.html,TOORUN,Бортник Борис,Bil corp.,,БК0010,Лабиринт,,,,,Имя файла:toorun.zip Формат:zip Размер:8.06 Kb Загружен:05-08-2011 13:40 Скачиваний:213 MD5:7a6314f15a07cf201d38169ee1bef06d,toorun7d12.zip,,toorun4a7a.zip,,,,,,,,,,,,,,,,,,,
406,https://r-games.net/406-tower.html,TOWER,KS corp.,,1992,БК0010,Аркада,1992,,,Русский,Попробуйте добраться до вершины башни - живым,tower525a.zip,,,,,,,,,,,,,,,,,,,,,
407,https://r-games.net/407-tower-bk0011m.html,TOWER (БК0011M),Magic Bytes Software,АЛЬТПРО,1994,БК0011М,Аркада,1994,,,Английский,Аналог популярной в своё время игры для IBM. Цель игры - забраться на верх башни.,towerbk11390a.zip,,,,,,,,,,1343130667_1.jpg,1296808901_1.jpg,1296808983_2.jpg,,,,,,,,,
725,https://r-games.net/725-tramp.html,TRAMP,Кумзеров А.В. и Авдасев А.А.,,1990,БК0010,Лабиринт,1990,,,Русский,В этой игре Вам предлагается пройти 32 простеньких лабиринта в которые Вы войдете и сможете выйти если:,trampfca5.zip,,,,,,,,,,,,,,,,,,,,,
819,https://r-games.net/819-trantor.html,TRANTOR,Шебеко С.В.,АЛЬТПРО,1995,БК0011М,Платформа,1995,,,,Имя файла:trantor.7z Формат:7z Размер:52.73 Kb Загружен:15-02-2011 18:45 Скачиваний:177 MD5:84006eafc739376b9987027083d7ce19,trantor470f.7z,,,,,,,,,,,,,,,,,,,,,
20828,https://r-games.net/20828-trap-door-the-pango.html,TRAP DOOR THE (PANGO),,MMM & CHS corp.,,БК0010,Логическая,,,,,Имя файла:trap-door.zip Формат:zip Размер:12.18 Kb Загружен:14-09-2011 15:33 Скачиваний:87 MD5:d4c7983f70fcca31e1f51f22d2f3ad72,trap-door0146.zip,,,,,,,,,,,,,,,,,,,,,
281,https://r-games.net/281-travel.html,TRAVEL,Марков А.,ACTION,,БК0010,Леталка-Стрелялка,,,,,"Ваша задача бороздить бескрайние просторы вселенной, уничтожая летающие тарелки угрожающие Земле.",travele92c.zip,,,,,,,,,,1360835292_1.png,1360835294_2.png,1360835273_3.png,1360835298_4.png,,,,,,,,
20707,https://r-games.net/20707-trek-beysik.html,TREK (БЕЙСИК),МЖК,МЖК,1989,БК0010-01 БЕЙСИК,,1989,,,,Имя файла:trek_basic.zip Формат:zip Размер:3.9 Kb Загружен:25-04-2011 15:14 Скачиваний:110 MD5:9d085afc8e85786004357b6a0c552e0f,trek_basicbc54.zip,,,,,,,,,,,,,,,,,,,,,
